,title,director,distributor,distributor_group,release_date,release_season,nation,screen,rev_nationwide,aud_nationwide,genre,rate,type,starring_actors,running_times,release_year,director_power,expert_rating,sequel,original,actor_power,before_news,after_news,holiday,dist_cat,audience_rating,rating_audiences
105,검은 사제들,장재현,씨제이이앤엠(주),A,20151105,autumn,한국,1088,42392797092,5440520,미스터리,15세이상관람가,일반영화,"김윤석,강동원",108,2015,0,6.23,1,0,22438771,1246,1579,0,A,8.584792396,1999
106,히말라야,이석훈,씨제이이앤엠(주),A,20151216,winter,한국,1009,39469775448,5129409,드라마,12세이상관람가,일반영화,"황정민,정우",124,2015,12704304,5.63,1,0,33943034,1918,1436,0,A,8.942040816,1225
107,인사이드 아웃,피트 닥터,월트디즈니컴퍼니코리아(주),B,20150709,summer,미국,777,38015586936,4968687,애니메이션,전체관람가,일반영화,"에이미 포엘러,필리스 스미스,민디 캘링",102,2015,0,7.88,0,0,0,67,352,0,B,9.113006397,938
108,마션,리들리 스콧,이십세기폭스코리아(주),B,20151008,autumn,미국,1132,39612764295,4875494,액션,12세이상관람가,일반영화,"맷 데이먼,제시카 차스테인,세바스찬 스탠",144,2015,2607915,7.91,1,0,1618871,128,489,0,B,8.774937343,1995
109,인턴,낸시 마이어스,워너브러더스 코리아(주),B,20150924,autumn,미국,496,28517727148,3610564,코미디,12세이상관람가,일반영화,"앤 해서웨이,로버트 드 니로",121,2015,0,6.25,1,0,10875068,32,181,0,B,9.043558851,1079
110,터미네이터 제니시스,앨런 테일러,롯데쇼핑㈜롯데엔터테인먼트,A,20150702,summer,미국,1113,26546725129,3239371,액션,15세이상관람가,일반영화,"아놀드 슈왈제네거,제이슨 클락,에밀리아 클라크",125,2015,3039889,5.81,0,1,5084678,674,2530,0,A,8.123209169,1047
111,앤트맨,페이튼 리드,월트디즈니컴퍼니코리아(주),B,20150903,autumn,미국,949,23502249937,2839921,액션,12세이상관람가,일반영화,"폴 러드,마이클 더글라스,에반젤린 릴리",117,2015,0,7.09,1,0,4890667,78,330,0,B,8.691348402,1283
112,스타워즈: 깨어난 포스,J.J. 에이브럼스,월트디즈니컴퍼니코리아(주),B,20151217,winter,미국,940,24149478540,2803234,액션,12세이상관람가,일반영화,"데이지 리들리,존 보예가,오스카 아이삭",135,2015,1590489,7.55,0,1,122384,537,1062,0,B,8.371521036,1545
113,메이즈 러너: 스코치 트라이얼,웨스 볼,이십세기폭스코리아(주),B,20150916,autumn,미국,804,21596946349,2744413,액션,12세이상관람가,일반영화,"딜런 오브라이언,토마스 생스터,카야 스코델라리오",132,2015,2812427,6.56,1,1,8514347,45,408,0,B,8.467128028,867
114,탐정 : 더 비기닝,김정훈,씨제이이앤엠(주),A,20150924,autumn,한국,764,20463956973,2625686,코미디,15세이상관람가,일반영화,"권상우,성동일",120,2015,0,5.9,0,0,9067269,193,616,0,A,8.682264151,1325
115,미니언즈,"피에르 꼬팽,카일 발다",유니버설픽쳐스인터내셔널 코리아(유),B,20150729,summer,미국,792,18997911278,2625572,애니메이션,전체관람가,일반영화,"피에르 꼬팽,마이클 키튼,산드라 블록",91,2015,1222133,5.63,0,1,0,229,317,0,B,8.239776952,1614
116,뷰티 인사이드,백,(주)넥스트엔터테인먼트월드(NEW),C,20150820,summer,한국,648,16145401531,2053085,판타지,12세이상관람가,일반영화,"한효주,김대명,도지한",127,2015,0,5.47,1,0,36265070,574,666,0,A,8.199134199,693
117,007 스펙터,샘 멘데스,유니버설픽쳐스인터내셔널 코리아(유),B,20151111,autumn,영국,1105,14301476030,1820760,액션,15세이상관람가,일반영화,"다니엘 크레이그,레아 세이두,크리스토프 왈츠",148,2015,2376145,5.69,0,1,4467437,249,584,0,B,7.629014396,903
118,더 폰,김봉주,(주)넥스트엔터테인먼트월드(NEW),C,20151022,autumn,한국,794,12309164568,1593694,스릴러,15세이상관람가,일반영화,"손현주,엄지원,배성우",114,2015,0,5.2,0,0,18484038,991,671,0,A,7.918032787,488
119,대호,박훈정,(주)넥스트엔터테인먼트월드(NEW),C,20151216,winter,한국,892,12104808332,1584168,사극,12세이상관람가,일반영화,최민식,139,2015,4682492,7.08,0,0,28985936,444,522,0,A,8.371273713,738
120,성난 변호사,허종호,씨제이이앤엠(주),A,20151008,autumn,한국,607,8697174039,1124918,범죄,15세이상관람가,일반영화,"이선균,김고은,임원희",117,2015,0,6.65,1,0,12142724,521,382,0,A,8.564612326,503
121,그놈이다,윤준형,CGV아트하우스,A,20151028,autumn,한국,681,8096427152,1046015,스릴러,15세이상관람가,일반영화,"주원,유해진,이유영",109,2015,0,6.67,0,0,16919244,822,816,0,A,7.62,400
122,미쓰 와이프,강효진,메가박스중앙(주)플러스엠,A,20150813,summer,한국,437,7357162869,984265,코미디,15세이상관람가,일반영화,"엄정화,송승헌",125,2015,1008,6.17,0,0,8405740,660,268,0,A,8.727659574,470
123,몬스터 호텔 2,젠디 타타코브스키,유니버설픽쳐스인터내셔널 코리아(유),B,20151224,winter,미국,686,7029012585,962770,애니메이션,전체관람가,일반영화,"아담 샌들러,셀레나 고메즈,케빈 제임스",89,2015,884885,6,0,1,884885,37,248,0,B,8.669312169,1890
124,손님,김광태,씨제이이앤엠(주),A,20150709,summer,한국,634,6385295880,827918,판타지,15세이상관람가,일반영화,"류승룡,이성민,천우희",107,2015,0,6.66,1,0,72277082,2364,603,0,A,6.850356295,421
125,인시디어스 3,리 워넬,유니버설픽쳐스인터내셔널 코리아(유),B,20150709,summer,미국,409,6396650620,825517,공포,15세이상관람가,일반영화,"스테파니 스콧,더모트 멀로니,린 샤예",97,2015,0,4.63,0,1,577748,36,115,0,B,7.795031056,322
126,하트 오브 더 씨,론 하워드,워너브러더스 코리아(주),B,20151203,winter,미국,535,6776484023,809327,액션,12세이상관람가,일반영화,"크리스 헴스워스,킬리언 머피,벤 위쇼",121,2015,123582,6.45,1,0,12047506,35,203,0,B,8.3125,240
127,헝거게임: 더 파이널,프란시스 로렌스,롯데쇼핑㈜롯데엔터테인먼트,A,20151118,autumn,미국,661,6069167163,806520,액션,15세이상관람가,일반영화,"제니퍼 로렌스,조쉬 허처슨,리암 헴스워스",137,2015,1980116,6.6,1,1,14936307,78,366,0,A,7.791479821,446
128,픽셀,크리스 콜럼버스,유니버설픽쳐스인터내셔널 코리아(유),B,20150716,summer,미국,557,5390909947,681945,액션,12세이상관람가,일반영화,"아담 샌들러,케빈 제임스,미셸 모나한",106,2015,0,5,1,0,911515,31,214,0,B,7.891304348,414
129,열정같은소리하고있네,정기훈,(주)넥스트엔터테인먼트월드(NEW),C,20151125,autumn,한국,566,4758959902,654102,드라마,15세이상관람가,일반영화,"정재영,박보영",106,2015,1726459,5.47,1,0,18037447,1223,573,0,A,8.036036036,333
130,특종: 량첸살인기,노덕,롯데쇼핑㈜롯데엔터테인먼트,A,20151022,autumn,한국,776,4754763118,616481,스릴러,15세이상관람가,일반영화,"조정석,이미숙,이하나",125,2015,1865195,6.57,0,0,16553863,757,523,0,A,8.255125285,439
131,서부전선,천성일,롯데쇼핑㈜롯데엔터테인먼트,A,20150924,autumn,한국,509,4751661400,609063,드라마,12세이상관람가,일반영화,"설경구,여진구",112,2015,0,5.83,0,0,13720896,1014,775,0,A,7.386533666,401
132,극장판 요괴워치: 탄생의 비밀이다냥!,"타카하시 시게하루,우시로 신지",씨제이이앤엠(주),A,20150722,summer,일본,509,3886775100,550728,애니메이션,전체관람가,일반영화,"박경혜,김현지,홍범기",97,2015,0,5,1,1,3653912,10,124,0,A,8.865148862,571
133,명탐정 코난 : 화염의 해바라기,시즈노 코분,씨제이이앤엠(주),A,20150805,summer,일본,433,3294096400,470990,애니메이션,전체관람가,일반영화,"김선혜,강수진,신용우",112,2015,922295,4.5,1,1,1649480,15,40,0,A,8.637096774,372
134,"협녀, 칼의 기억",박흥식,롯데쇼핑㈜롯데엔터테인먼트,A,20150813,summer,한국,572,3360045489,431310,사극,15세이상관람가,일반영화,"이병헌,전도연,김고은",121,2015,2106,6.12,0,0,20289459,1387,488,0,A,6.151515152,264
135,어린왕자,마크 오스본,씨네그루(주)다우기술,B,20151223,winter,프랑스,494,3195586794,428855,애니메이션,전체관람가,독립/예술영화,"제프 브리지스,레이첼 맥아담스,매켄지 포이",106,2015,0,7.25,1,0,3400901,191,185,0,B,8.180925666,713
136,오피스,홍원찬,(주)리틀빅픽쳐스,D,20150903,autumn,한국,425,3354086230,428429,스릴러,15세이상관람가,일반영화,"고아성,박성웅",111,2015,0,6.31,0,0,23624896,309,229,0,C,7.033613445,238
137,판타스틱 4,조쉬 트랭크,이십세기폭스코리아(주),B,20150820,summer,미국,451,3029310600,399667,액션,12세이상관람가,일반영화,"마일즈 텔러,케이트 마라,마이클 B. 조던",100,2015,383862,2.5,1,1,387635,116,176,0,B,5.763565891,258
138,뽀로로 극장판 컴퓨터 왕국 대모험,박영균,(주)넥스트엔터테인먼트월드(NEW),C,20151210,winter,한국,544,2902090600,391760,애니메이션,전체관람가,일반영화,"이선,이미자,함수정",62,2015,929985,0,1,1,2789955,10,50,0,A,8.8997669,429
139,치외법권,신동엽,판씨네마(주),D,20150827,summer,한국,446,2664941005,346483,액션,15세이상관람가,일반영화,"임창정,최다니엘",104,2015,211916,4.83,0,0,6404177,318,568,0,C,7.247058824,170
140,에베레스트,발타자르 코루마쿠르,유니버설픽쳐스인터내셔널 코리아(유),B,20150924,autumn,미국,331,3055119748,332180,어드벤처,12세이상관람가,일반영화,"제이슨 클락,제이크 질렌할,조슈 브롤린",121,2015,60549,6.42,1,0,7578501,76,186,0,B,7.760162602,246
141,극적인 하룻밤,하기호,CGV아트하우스,A,20151203,winter,한국,434,2604823429,320166,멜로/로맨스,청소년관람불가,일반영화,"윤계상,한예리,박병은",107,2015,0,5.08,1,0,19842092,728,477,0,A,7.855932203,118
142,뮨: 달의 요정,"알렉상드르 헤보얀,베노이트 필립폰",씨네그루(주)다우기술,B,20150924,autumn,프랑스,365,2331900700,319072,애니메이션,전체관람가,독립/예술영화,"조슈아 j. 발라드,오마 사이,트레버 드볼",85,2015,1627,7,0,0,9483,17,63,0,B,8.323529412,238
143,도리화가,이종필,씨제이이앤엠(주),A,20151125,autumn,한국,563,2246950339,317505,사극,12세이상관람가,일반영화,"류승룡,수지,송새벽",109,2015,963664,5.44,0,0,52900714,3252,861,0,A,7.923076923,182
144,스파이 브릿지,스티븐 스필버그,이십세기폭스코리아(주),B,20151105,autumn,미국,425,2013736478,260518,스릴러,12세이상관람가,일반영화,"톰 행크스,마크 라이런스,오스틴 스토웰",141,2015,238095,8.59,1,0,461902,28,190,0,B,8.902702703,185
145,함정,권형진,(주)인벤트스톤,D,20150910,autumn,한국,445,2088685200,257716,스릴러,청소년관람불가,일반영화,"마동석,조한선,김민경",96,2015,0,3,0,0,19166521,95,251,0,C,6.430107527,186
146,하늘을 걷는 남자,로버트 저메키스,유니버설픽쳐스인터내셔널 코리아(유),B,20151028,autumn,미국,415,2267273653,238257,드라마,12세이상관람가,일반영화,"조셉 고든 레빗,벤 킹슬리,샬롯 르 본",123,2015,20491,7.38,1,0,17840720,61,163,0,B,8.729591837,196
147,조선마술사,김대승,롯데쇼핑㈜롯데엔터테인먼트,A,20151230,winter,한국,607,1506449794,224657,드라마,12세이상관람가,일반영화,"유승호,고아라",122,2015,2408574,4.63,1,0,475653,2022,776,0,A,7.160621762,579
148,괴물의 아이,호소다 마모루,"CGV아트하우스,(주)리틀빅픽쳐스",A,20151125,autumn,일본,363,1652580816,223216,애니메이션,12세이상관람가,일반영화,"야쿠쇼 코지,미야자키 아오이,소메타니 쇼타",119,2015,330679,7.2,1,0,16234,39,96,0,A,8.893203883,103
149,포켓몬 더 무비 XY 후파: 광륜의 초마신,유야마 쿠니히코,(주)이수C&E,B,20151223,winter,일본,360,1528041500,214284,애니메이션,전체관람가,일반영화,"여민정,이광수B,이선호",80,2015,729645,0,1,1,331375,5,48,0,B,8.790748899,454
150,팬,조 라이트,워너브러더스 코리아(주),B,20151008,autumn,미국,428,1422971592,185960,판타지,전체관람가,일반영화,"휴 잭맨,가렛 헤드룬드,루니 마라",111,2015,143370,5,1,0,9689892,177,18,0,B,8.157894737,133
151,더 셰프,존 웰스,(주)이수C&E,B,20151105,autumn,미국,409,1466464148,184469,드라마,15세이상관람가,일반영화,"브래들리 쿠퍼,시에나 밀러,오마 사이",101,2015,69095,5.67,0,0,1776816,117,192,0,B,8.21875,160
152,레전드,브라이언 헬겔랜드,(주)이수C&E,B,20151210,winter,프랑스,449,1436348930,179738,액션,청소년관람불가,일반영화,"톰 하디,태런 애저튼,에밀리 브라우닝",132,2015,0,6.33,1,0,7357079,114,168,0,B,7.634782609,115
153,아메리칸 울트라,니마 누리자데,씨제이이앤엠(주),A,20150827,summer,미국,341,1301387295,161382,액션,청소년관람불가,일반영화,"제시 아이젠버그,크리스틴 스튜어트,코니 브리튼",95,2015,0,6.33,0,0,6972973,34,114,0,A,7.220689655,145
154,트랜스포터: 리퓰드,카밀 들라마레,씨네그루(주)다우기술,B,20151015,autumn,프랑스,432,1263319115,161245,액션,15세이상관람가,일반영화,"에드 스크레인,론 샤바놀",86,2015,74912,3.5,0,1,0,14,58,0,B,7.463157895,95
155,내부자들: 디 오리지널,우민호,(주)쇼박스,C,20151231,winter,한국,838,1236787715,160148,범죄,청소년관람불가,일반영화,"이병헌,조승우,백윤식",180,2015,1310895,0,0,0,28282876,358,443,0,A,9.052407069,1641
156,스누피: 더 피너츠 무비,스티브 마티노,이십세기폭스코리아(주),B,20151224,winter,미국,348,1194012100,156376,애니메이션,전체관람가,일반영화,"빌 멜렌데즈,노아 스납",93,2015,1648070,6,1,1,0,36,85,0,B,7.867149758,414
157,우먼 인 골드,사이먼 커티스,(주)팝엔터테인먼트,D,20150709,summer,미국,252,1096192800,142456,드라마,12세이상관람가,독립/예술영화,"헬렌 미렌,라이언 레이놀즈,다니엘 브륄",109,2015,19387,7,1,0,5946775,21,48,0,C,9.0625,80
158,시카리오: 암살자의 도시,드니 빌뇌브,롯데쇼핑㈜롯데엔터테인먼트,A,20151203,winter,미국,227,1128148952,139767,범죄,청소년관람불가,독립/예술영화,"에밀리 블런트,베니시오 델 토로,조슈 브롤린",121,2015,194334,7.97,0,0,8757237,16,59,0,A,8,78
159,러브 라이브! 더 스쿨 아이돌 무비,쿄고쿠 타카히코,(주)박수엔터테인먼트,D,20150903,autumn,일본,66,908579000,122574,애니메이션,전체관람가,일반영화,"닛타 에미,난죠 요시노,우치다 아야",99,2015,0,0,1,0,0,10,17,0,C,9.361204013,299
160,퇴마: 무녀굴,김휘,씨네그루(주)다우기술,B,20150820,summer,한국,331,951843500,120802,공포,15세이상관람가,일반영화,"김성균,유선,천호진",105,2015,2926522,5.17,1,0,28418713,1324,135,0,B,7.868525896,251
161,극장판 도라에몽 : 진구의 우주영웅기~스페이스 히어로즈~,오오스기 요시히로,(주)와우픽쳐스,D,20150917,autumn,일본,351,816868100,113404,애니메이션,전체관람가,일반영화,"미즈타 와사비,오오하라 메구미,카카즈 유미",100,2015,0,5.67,1,1,496920,10,21,0,C,8.666666667,48
162,미라클 벨리에,에릭 라티고,(주)영화사 진진,D,20150827,summer,프랑스,245,857214018,112121,드라마,12세이상관람가,독립/예술영화,"루안 에머라,카린 비아르,프랑수아 다미앙",105,2015,24825,6.81,1,0,0,24,64,0,C,8.825581395,86
163,셀프/리스,타셈 싱,(주)이수C&E,B,20150910,autumn,미국,340,874447764,111127,SF,15세이상관람가,일반영화,"라이언 레이놀즈,매튜 구드,벤 킹슬리",117,2015,576150,5.17,0,0,14100650,18,58,0,B,7.945652174,92
164,맨 프롬 UNCLE,가이 리치,워너브러더스 코리아(주),B,20151028,autumn,미국,361,846390353,108551,액션,12세이상관람가,일반영화,"헨리 카빌,아미 해머,알리시아 비칸데르",116,2015,0,6.25,1,0,3183632,10,110,0,B,8.038461538,78
165,프리덤,피터 쿠센스,주식회사 마운틴픽쳐스,D,20151119,autumn,미국,117,736220100,106030,드라마,12세이상관람가,독립/예술영화,"쿠바 구딩 쥬니어,베르나르드 포처,윌리암 새들러",95,2015,0,0,1,0,0,24,47,0,C,8.545454545,11
166,돌연변이,권오광,필라멘트픽쳐스,D,20151022,autumn,한국,399,748816684,100523,드라마,12세이상관람가,일반영화,"이광수A,이천희,박보영",93,2015,0,6.31,0,0,9897351,943,434,0,C,7.467532468,77
